-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,,
Dates (month/day/year): 01/01/2019 through 12/31/2021 ,,,,,,,,,,,,
Location: Latitude  10.7269   Longitude 106.6897 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 13.02 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,,
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,,,,
TS              MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,,
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,,
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,,,,,
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2019,1,1,24.36,20.95,22.65,24.73,6.37,28.12,21.75,15.44,81.62,2.88
2019,1,2,24.26,21.81,23.04,24.4,6.06,27.6,21.53,16.3,86.38,12.06
2019,1,3,25.35,22.93,24.14,25.23,4.91,27.72,22.8,17.46,86.56,2.3
2019,1,4,26.12,23.94,25.03,25.95,3.68,28.42,24.73,18.49,88,10.26
2019,1,5,26.22,23.5,24.86,26.29,4.6,29.03,24.43,18.01,85.56,0.03
2019,1,6,26.18,23.09,24.64,26.36,6.47,29.71,23.25,17.58,83.75,0.08
2019,1,7,25.87,21.95,23.91,26.07,7.4,29.88,22.48,16.42,80.19,0
2019,1,8,25.58,22.28,23.93,25.9,7.55,29.55,22.01,16.72,82.81,0.07
2019,1,9,25.97,22.52,24.24,26.18,7.85,30.14,22.29,16.97,82.38,0.01
2019,1,10,26.28,22.15,24.22,26.38,6.55,30.04,23.48,16.6,79,0.01
2019,1,11,26.14,21.9,24.02,26.33,8.59,30.66,22.08,16.36,78.94,0.08
2019,1,12,26.74,22.83,24.79,27.04,7.92,31.29,23.37,17.33,80.5,0.12
2019,1,13,26.9,22.23,24.56,27.34,7.88,31.6,23.71,16.66,77,0
2019,1,14,25.74,20.23,22.98,26.27,9.92,31,21.08,14.83,74.31,0
2019,1,15,26.44,22.04,24.24,27,8.82,31.12,22.29,16.54,78.31,1.53
2019,1,16,26.7,22.95,24.83,26.97,6.2,30.62,24.41,17.46,81.06,1.12
2019,1,17,26.6,22.37,24.48,26.94,6.78,30.55,23.77,16.85,78.81,0.06
2019,1,18,26.01,21.27,23.64,26.4,8.52,30.86,22.33,15.75,76.81,0.04
2019,1,19,26.06,20.92,23.49,26.62,10.52,31.64,21.11,15.44,75.44,0.05
2019,1,20,26.76,21.87,24.32,27.45,8.79,31.72,22.93,16.36,76.31,0.01
2019,1,21,27.14,21.78,24.46,27.96,8.55,32.37,23.83,16.3,74.94,0.01
2019,1,22,26.71,21.55,24.12,27.51,8.38,31.28,22.9,15.99,75,0.03
2019,1,23,25.63,19.34,22.48,26.61,10.2,31.35,21.15,13.98,70.44,0
2019,1,24,24.87,17.97,21.42,25.72,9.35,30.23,20.88,12.88,68.44,0
2019,1,25,25.16,18.59,21.88,26.12,10.52,30.95,20.44,13.31,70.38,0
2019,1,26,25.27,19.65,22.46,25.87,10.09,30.35,20.26,14.28,73.81,0.01
2019,1,27,25.98,19.71,22.85,26.8,9.52,31.33,21.81,14.28,70.44,0
2019,1,28,25.94,19.63,22.79,26.95,9.7,31.3,21.59,14.22,70.38,0
2019,1,29,26.4,21.23,23.82,27.33,9.36,31.64,22.28,15.69,75.31,0.01
2019,1,30,26.65,20.64,23.65,27.43,7.7,31.4,23.71,15.14,71.25,0
2019,1,31,26.37,20.16,23.26,27.35,10.23,32.13,21.9,14.71,71.25,0
2019,2,1,26.56,20.3,23.43,27.49,9.05,32.04,22.99,14.83,70.69,0
2019,2,2,26.68,20.51,23.59,27.75,9.36,32.07,22.71,15.01,70.81,0
2019,2,3,27.1,21.92,24.51,28.11,8.7,32.57,23.87,16.36,75.44,0
2019,2,4,27.02,21.86,24.44,28.05,8.31,32.15,23.83,16.3,75.5,0
2019,2,5,27.03,21.11,24.07,28.14,8.87,32.79,23.92,15.56,72.56,0
2019,2,6,26.73,21.47,24.1,27.83,8.34,31.71,23.37,15.93,75.06,0
2019,2,7,26.94,22.61,24.78,28.21,8.82,32.44,23.62,17.09,79.31,0
2019,2,8,26.84,22.08,24.47,28.26,9.81,32.81,22.99,16.54,77.69,0
2019,2,9,26.65,21.29,23.97,28.07,8.71,32.28,23.57,15.75,74.56,0
2019,2,10,26.63,20.62,23.63,27.58,8.98,31.93,22.95,15.08,71.81,0.01
2019,2,11,27.33,21.04,24.19,28.19,10.57,33.3,22.73,15.5,70.81,0.35
2019,2,12,27.25,21.18,24.22,27.95,9.07,32.6,23.54,15.62,71.69,2.72
2019,2,13,26.74,20.14,23.44,27.65,9.41,32.33,22.9,14.65,69.25,0.01
2019,2,14,27.36,20.36,23.86,28.24,9.99,33.07,23.08,14.89,68.44,0.01
2019,2,15,27.2,20.12,23.66,28.15,10.05,33.01,22.96,14.77,68.75,0
2019,2,16,27.14,21.3,24.23,28.21,10.78,32.92,22.14,15.81,73.38,0
2019,2,17,27.18,21.94,24.56,28.49,9.1,32.55,23.45,16.42,75.75,0
2019,2,18,27.32,21.97,24.64,28.62,8.03,32.33,24.3,16.42,74.56,0
2019,2,19,27.51,21.87,24.69,28.7,8.28,32.44,24.15,16.3,73.25,0
2019,2,20,27.81,22.23,25.02,28.94,9.18,32.9,23.73,16.66,73.88,0
2019,2,21,28.15,22.58,25.36,29.38,7.89,33.01,25.12,17.03,73.31,0
2019,2,22,27.72,21.65,24.69,29.02,8.28,32.83,24.55,16.11,71.12,0
2019,2,23,27.33,20.16,23.74,28.62,8.12,32.44,24.32,14.71,66.69,0
2019,2,24,27.22,20.51,23.87,28.76,9.44,33.01,23.58,15.01,68.62,0
2019,2,25,27.6,20.96,24.28,28.67,8.78,32.71,23.93,15.44,69.06,0
2019,2,26,27.75,19.97,23.86,28.73,8.2,32.55,24.36,14.53,64.56,0
2019,2,27,27.69,20.62,24.15,28.87,10.07,33.48,23.4,15.2,68.06,0
2019,2,28,27.9,20.22,24.05,29.12,8.86,33.19,24.33,14.77,64.88,0
2019,3,1,28.04,20.39,24.21,29.29,9.03,33.72,24.69,14.95,65.25,0
2019,3,2,27.51,19.08,23.3,28.83,9.3,33.24,23.94,13.79,62.25,0
2019,3,3,26.96,19.55,23.26,28.55,9.91,33.02,23.1,14.16,65.88,0
2019,3,4,26.79,20.46,23.62,28.28,9.65,32.55,22.91,15.01,70.44,0
2019,3,5,27.03,20.3,23.66,28.64,10.55,33.04,22.48,14.89,69.5,0
2019,3,6,27.77,20.9,24.33,29.46,10.66,34.15,23.5,15.44,69.5,0
2019,3,7,28.08,21.11,24.59,29.71,11,34.55,23.54,15.62,68.94,0
2019,3,8,28.23,20.93,24.58,29.9,9.45,34.03,24.58,15.56,68.19,0
2019,3,9,28.23,21.42,24.82,29.88,9.16,33.75,24.59,15.93,69.12,0.01
2019,3,10,28.43,20.97,24.69,30.44,10.04,34.43,24.4,15.5,67.06,0.02
2019,3,11,29.12,21.3,25.22,31.18,11.75,36.02,24.26,15.87,66.69,0.08
2019,3,12,28.74,22.3,25.51,30.66,9.02,34.07,25.05,16.78,70.12,0.14
2019,3,13,29.07,20.57,24.82,30.48,9.09,34.75,25.66,15.2,63.12,0.01
2019,3,14,28.99,21.96,25.48,30.32,7.52,33.88,26.37,16.42,67.12,0.02
2019,3,15,29.31,21.42,25.37,30.65,9.46,35.12,25.66,15.99,65.38,0
2019,3,16,29.61,21.83,25.72,31.05,10.38,35.69,25.3,16.36,65.69,0.15
2019,3,17,29.8,22.42,26.11,31.25,10.05,36.09,26.04,16.91,67,0.79
2019,3,18,29.44,21.62,25.53,30.86,10.8,35.9,25.1,16.24,66.25,0.29
2019,3,19,29.23,21.67,25.45,30.69,7.96,34.24,26.28,16.17,65.94,0.01
2019,3,20,29.19,21.94,25.57,30.75,8.39,34.25,25.86,16.48,67.12,0.01
2019,3,21,29.23,22.87,26.05,30.81,8.28,34.12,25.83,17.4,70.19,0.3
2019,3,22,29.45,22.59,26.02,31.33,8.39,34.45,26.06,17.09,68.19,1.48
2019,3,23,28.93,23.75,26.33,30.04,7.89,33.94,26.05,18.37,75.06,6.64
2019,3,24,28.65,23.76,26.2,29.41,5.8,32.25,26.45,18.37,75.69,9.67
2019,3,25,28.97,22.57,25.77,30.08,8.03,33.62,25.58,17.09,70,0.35
2019,3,26,29.34,22.09,25.72,30.51,8.41,34.48,26.07,16.6,67,0.01
2019,3,27,29.05,22.11,25.58,30.26,7.47,33.67,26.19,16.6,67.75,0.01
2019,3,28,29.01,23.29,26.15,30.43,8.06,33.99,25.94,17.82,72.75,0.08
2019,3,29,29.33,22.98,26.15,31.05,8.61,34.45,25.84,17.52,70.56,0.06
2019,3,30,29.69,23.01,26.35,31.39,8.83,35.14,26.3,17.58,69.44,0.6
2019,3,31,29.65,22.9,26.27,31.35,7.69,34.26,26.58,17.4,68.69,0.03
2019,4,1,29.41,22.9,26.16,30.9,7.64,34.13,26.5,17.46,69.88,0.17
2019,4,2,29.25,21.25,25.25,30.85,9.75,34.86,25.12,15.81,64.94,0.01
2019,4,3,29.4,22.95,26.18,30.87,6.48,33.44,26.96,17.46,69.5,1.34
2019,4,4,28.69,23.06,25.87,29.68,6.77,33.05,26.29,17.58,72.88,8.06
2019,4,5,28.46,22.08,25.27,29.86,8.52,33.58,25.06,16.6,70.5,2.11
2019,4,6,29.33,21.51,25.42,30.88,9.16,34.93,25.77,16.11,65.88,0
2019,4,7,29.52,22.81,26.17,31.08,7.71,34.44,26.74,17.33,69.06,0.01
2019,4,8,29.44,22.79,26.12,31.27,8.98,34.72,25.73,17.27,68.94,0
2019,4,9,29.84,21.95,25.9,31.66,9.52,35.34,25.82,16.54,64.94,0
2019,4,10,30.62,23.19,26.9,32.47,9.28,36.23,26.94,17.82,67.12,0.03
2019,4,11,30.61,23.59,27.1,32.65,9.57,36.28,26.71,18.25,68.25,1.56
2019,4,12,29.79,23.08,26.44,31.29,6.65,33.76,27.11,17.64,68.56,1.97
2019,4,13,29.6,24.08,26.83,30.88,6.59,33.5,26.91,18.74,73.75,4.72
2019,4,14,29.78,23.23,26.5,31.16,7.61,34.33,26.72,17.88,70.31,0.92
2019,4,15,30.57,22.96,26.76,32.26,8.71,35.64,26.93,17.58,66.31,0.41
2019,4,16,30.51,23.8,27.16,32.04,6.62,34.37,27.74,18.43,68.5,0.45
2019,4,17,30.63,24.07,27.35,32.21,6.43,34.36,27.93,18.74,69.31,1.34
2019,4,18,30.24,23.4,26.82,31.83,7.83,35.08,27.25,18.01,68.5,0.78
2019,4,19,30.16,21.93,26.05,31.62,8.14,34.64,26.5,16.54,63.44,0
2019,4,20,30.98,22.96,26.97,32.9,8.45,35.72,27.27,17.52,63.75,0.09
2019,4,21,30.77,23.57,27.17,32.76,8.62,35.92,27.31,18.25,67.12,0.05
2019,4,22,31,22.66,26.83,32.92,8.87,36.18,27.31,17.33,63.94,0.01
2019,4,23,31.63,23.77,27.7,33.37,9.52,37.3,27.77,18.43,65.19,0.56
2019,4,24,31.6,22.95,27.28,33.18,8.91,37.15,28.24,17.58,62.38,0.01
2019,4,25,31.19,23.17,27.18,33.01,7.86,36.12,28.26,17.76,63.69,0.11
2019,4,26,30.72,22.95,26.83,32.72,8.73,36.09,27.37,17.52,64.88,0.27
2019,4,27,30.04,25.06,27.55,30.8,4.6,32.93,28.33,19.9,75.19,3.7
2019,4,28,29.48,24.59,27.04,30.57,5.62,33.01,27.38,19.35,76.19,2.4
2019,4,29,30.13,24.33,27.23,31.38,7.05,34.19,27.14,19.04,72.5,0.05
2019,4,30,30.74,23.29,27.01,32.94,8.62,35.62,27,17.88,66.06,0.01
2019,5,1,30.82,23.9,27.36,31.95,6.33,34.33,28.01,18.55,67.75,3.17
2019,5,2,29.57,25.61,27.58,30.01,4.11,31.87,27.76,20.51,79.88,18.07
2019,5,3,29.23,25.46,27.35,29.73,4.48,31.88,27.4,20.32,80.88,4.49
2019,5,4,30.29,25,27.65,31.53,6.95,34.44,27.48,19.78,74.81,2.36
2019,5,5,31.2,24.92,28.06,32.62,8.88,35.93,27.05,19.71,71.19,1.15
2019,5,6,30.79,25.08,27.93,31.32,7.1,34.9,27.81,19.96,73.31,1.25
2019,5,7,30.59,25.19,27.9,31.2,6.36,34.11,27.75,20.08,74.06,1.8
2019,5,8,30.28,25.33,27.8,30.6,6.1,33.9,27.8,20.26,76.06,5.74
2019,5,9,29.32,25.83,27.58,29.65,4.36,31.8,27.44,20.87,82.06,11.78
2019,5,10,28.87,24.99,26.93,29.26,5.98,32.4,26.43,19.84,80.81,15.62
2019,5,11,28.75,24.88,26.82,29.32,6.31,32.07,25.76,19.65,80.69,9.86
2019,5,12,29.2,25.2,27.2,29.83,6.3,32.84,26.54,20.08,80.38,3.7
2019,5,13,29.14,25.27,27.2,29.94,5.88,32.51,26.64,20.14,80.81,1.58
2019,5,14,29.05,25.27,27.16,29.97,5.95,32.44,26.49,20.14,81.06,2.91
2019,5,15,29.33,25.28,27.3,30.04,5.59,32.56,26.97,20.14,79.81,5.91
2019,5,16,29.73,24.94,27.33,30.37,6.65,33.65,27,19.71,76.75,16.4
2019,5,17,29.19,25.4,27.3,29.62,4.99,32.13,27.14,20.26,80.81,1.7
2019,5,18,29.36,25.3,27.33,29.93,6.47,32.9,26.43,20.2,79.81,8.67
2019,5,19,28.65,25.72,27.18,29.01,4.27,31.05,26.78,20.63,84.62,15.86
2019,5,20,28.86,25.75,27.3,29.23,5.11,31.61,26.5,20.69,83.88,7.31
2019,5,21,28.83,25.57,27.2,29.3,4.89,31.83,26.94,20.51,83.31,6.86
2019,5,22,28.94,25.26,27.1,29.44,5.63,32.18,26.55,20.08,81.5,4.34
2019,5,23,28.24,25.35,26.8,28.82,4.82,30.85,26.03,20.2,84.88,5.34
2019,5,24,28.87,25.08,26.98,29.37,6.6,32.47,25.86,19.9,81.12,9.5
2019,5,25,29.06,25.41,27.23,29.58,6.16,32.5,26.33,20.32,81.69,7.33
2019,5,26,28.83,25.58,27.2,29.08,4.94,31.68,26.74,20.51,83.31,11.79
2019,5,27,28.59,25.18,26.88,28.94,5.06,31.42,26.35,20.02,82.31,3.82
2019,5,28,28.83,25.1,26.97,29.21,4.84,31.55,26.69,19.96,80.81,2.23
2019,5,29,29.65,24.6,27.12,30.27,6.28,33.21,26.93,19.35,75.56,2.73
2019,5,30,29.7,24.34,27.02,30.46,7.12,33.99,26.87,19.04,74.56,2.07
2019,5,31,29.81,25.05,27.43,30.49,6.89,33.83,26.94,19.9,76.81,1.85
2019,6,1,29.82,24.69,27.26,30.3,5.78,33.27,27.49,19.47,75.25,1.21
2019,6,2,29.54,25.04,27.29,29.99,4.66,32.4,27.74,19.84,77.38,2.63
2019,6,3,29.22,24.73,26.97,29.76,4.64,31.91,27.26,19.47,77.44,2.45
2019,6,4,29.27,24.99,27.13,29.87,5.53,32.66,27.13,19.84,78.69,7.05
2019,6,5,28.6,25.47,27.03,29.13,4.55,31.48,26.93,20.39,83.56,19.32
2019,6,6,27.33,25.13,26.23,27.83,2.27,28.59,26.33,19.96,87.81,28.73
2019,6,7,27.87,24.89,26.38,28.33,3.83,30.19,26.36,19.65,84.19,20.84
2019,6,8,28.38,25.4,26.89,28.72,4.3,30.91,26.61,20.26,84.25,18.98
2019,6,9,28.16,25.62,26.89,28.66,4.7,30.79,26.08,20.51,86.5,22.55
2019,6,10,28.08,25.35,26.72,28.43,5.41,31.03,25.62,20.26,85.56,17.29
2019,6,11,27.84,25.9,26.87,28.09,3.22,29.61,26.39,20.87,89.25,12.85
2019,6,12,28.66,26.08,27.37,28.98,5.23,31.43,26.19,21.12,86.38,10.13
2019,6,13,28.62,26.08,27.35,28.85,4.43,31.11,26.68,21.12,86.56,2.12
2019,6,14,28.82,25.76,27.3,29.11,4.94,31.73,26.79,20.75,84.12,2.46
2019,6,15,28.62,26.26,27.44,28.91,4.86,31.32,26.47,21.36,87.44,6.77
2019,6,16,28.19,25.98,27.08,28.46,4.73,30.78,26.05,21,88.06,15.63
2019,6,17,27.6,25.75,26.68,27.91,3.59,29.75,26.16,20.69,89.75,24.7
2019,6,18,27.36,25.23,26.3,27.83,3.77,29.44,25.68,20.08,88.38,10.64
2019,6,19,27.79,25.48,26.64,28.13,4.55,30.41,25.87,20.39,87.56,2.6
2019,6,20,27.96,25.69,26.83,28.27,4.22,30.16,25.94,20.63,87.69,4.13
2019,6,21,27.8,25.94,26.87,28.01,3.33,29.74,26.41,21,89.75,12.89
2019,6,22,27.61,25.13,26.37,28.02,5.62,30.45,24.84,20.02,86.81,7.17
2019,6,23,27.43,25.33,26.37,27.65,2.94,29.01,26.08,20.2,88.31,3.99
2019,6,24,28.01,25.58,26.8,28.19,4.25,30.43,26.17,20.51,86.88,4.42
2019,6,25,28.23,25.94,27.08,28.52,4.52,30.69,26.18,20.94,87.75,8.85
2019,6,26,27.63,25.87,26.75,27.9,3.41,29.51,26.1,20.87,90.25,15.78
2019,6,27,27.13,25.25,26.19,27.47,3.76,29.33,25.57,20.08,89.5,8.54
2019,6,28,27.58,25.27,26.43,27.81,4.99,30.3,25.31,20.14,87.5,23.3
2019,6,29,27.94,25.31,26.62,28.19,4.99,30.72,25.73,20.2,85.94,6.6
2019,6,30,27.79,25.48,26.63,27.92,4.29,30.33,26.03,20.39,87.5,8.59
2019,7,1,26.13,24.01,25.07,26.42,4.2,28.58,24.38,18.68,88.25,29.1
2019,7,2,26.19,24.31,25.26,26.45,4.33,28.29,23.97,19.04,89.44,23.06
2019,7,3,26.48,24.48,25.48,26.72,3.37,28.44,25.07,19.17,88.94,32.62
2019,7,4,26.76,24.7,25.73,26.9,4.04,29.06,25.02,19.41,88.62,15.04
2019,7,5,27.33,25.04,26.19,27.3,4.11,29.65,25.54,19.84,87.5,49.96
2019,7,6,27.5,25.29,26.39,27.76,5.42,30.35,24.93,20.14,88.12,6.69
2019,7,7,27.48,25.4,26.44,27.69,4.48,29.87,25.4,20.26,88.69,1.77
2019,7,8,27.32,24.8,26.05,27.51,4.34,29.87,25.53,19.53,86.5,2.12
2019,7,9,27.63,25.08,26.36,27.88,5.67,30.48,24.8,19.9,86.44,1.89
2019,7,10,27.79,25.11,26.45,27.99,5.3,30.63,25.33,19.9,85.81,0.65
2019,7,11,27.64,25.12,26.38,27.9,5.74,30.58,24.84,19.9,86.56,0.31
2019,7,12,27.48,25.29,26.39,27.62,4.82,29.88,25.06,20.08,88.06,3.29
2019,7,13,27.55,25.36,26.45,27.69,4.32,29.93,25.61,20.2,88.19,4.27
2019,7,14,27.43,25.35,26.39,27.53,3.88,29.58,25.7,20.2,88.69,1.65
2019,7,15,27.37,25.25,26.31,27.46,3.68,29.55,25.87,20.14,88.31,3.72
2019,7,16,27.33,25.06,26.19,27.44,4.03,29.7,25.67,19.9,87.69,10.89
2019,7,17,27.01,25.13,26.07,27.23,3.92,29.39,25.48,20.02,89.56,13.18
2019,7,18,26.83,25.33,26.08,27.07,3.45,28.55,25.1,20.26,91.5,9.71
2019,7,19,27.18,25.48,26.33,27.27,4.02,29.6,25.58,20.39,90.44,6.63
2019,7,20,27.75,25.34,26.55,27.95,5.1,30.4,25.3,20.2,87.12,3.47
2019,7,21,27.97,25.45,26.71,28.15,5.11,30.68,25.57,20.32,86.62,0.65
2019,7,22,26.69,24.91,25.8,26.94,3.91,28.44,24.52,19.71,90.06,1.14
2019,7,23,26.23,23.23,24.73,26.71,5.3,28.94,23.63,17.82,83.81,2.61
2019,7,24,27.73,25.1,26.41,27.91,5.55,30.96,25.4,19.9,86.12,2.3
2019,7,25,26.71,24.34,25.52,27.06,4.56,29.37,24.81,18.98,87.25,4.43
2019,7,26,27.08,24.41,25.75,27.34,5.45,29.99,24.54,19.1,85.94,1.08
2019,7,27,27.01,24.77,25.89,27.39,4.59,29.59,25,19.53,87.88,1.2
2019,7,28,27.06,24.77,25.92,27.33,4.55,29.61,25.05,19.53,87.56,2.61
2019,7,29,27.27,24.75,26.01,27.44,4.72,30.14,25.42,19.47,86.56,2.34
2019,7,30,27.48,24.81,26.14,27.64,6.16,30.75,24.58,19.59,85.94,5.46
2019,7,31,27.39,25.55,26.47,27.34,3.7,29.59,25.9,20.51,89.81,8.27
2019,8,1,27.3,25.33,26.32,27.26,3.54,29.46,25.92,20.2,89.12,5.82
2019,8,2,26.3,24.26,25.28,26.4,3.79,28.42,24.64,18.92,88.75,25.28
2019,8,3,26.65,24.58,25.61,26.6,4.1,28.73,24.63,19.29,88.44,10.67
2019,8,4,26.46,24.82,25.64,26.46,4.02,28.7,24.68,19.65,90.69,14.67
2019,8,5,26.86,24.51,25.69,26.9,4.81,29.44,24.63,19.23,87.31,13.09
2019,8,6,25.83,24.17,25.01,26.05,4.04,27.96,23.92,18.86,90.44,22.34
2019,8,7,26.16,24.34,25.26,26.27,4.55,28.62,24.06,19.1,89.75,16.32
2019,8,8,26.29,24.9,25.59,26.31,2.76,27.89,25.12,19.71,92.06,23.03
2019,8,9,26.81,25.33,26.08,26.87,3.86,29.18,25.32,20.26,91.62,20.44
2019,8,10,26.81,25.34,26.08,26.73,3.02,28.51,25.5,20.26,91.69,11.93
2019,8,11,27.03,25.58,26.3,26.97,3.85,29.17,25.32,20.51,91.75,3.7
2019,8,12,27.62,25.76,26.69,27.65,4.91,30.36,25.45,20.75,89.88,2.57
2019,8,13,27.53,25.83,26.68,27.58,3.89,29.62,25.73,20.81,90.56,0.87
2019,8,14,27.73,25.55,26.64,27.79,4.88,30.4,25.53,20.45,88.19,0.39
2019,8,15,27.79,26.04,26.91,27.81,4.3,29.97,25.65,21.06,90.31,1.26
2019,8,16,27.62,25.78,26.69,27.64,4.17,30.15,25.98,20.75,89.81,0.67
2019,8,17,27.39,25.51,26.45,27.38,3.89,29.69,25.8,20.39,89.69,0.63
2019,8,18,27.6,25.19,26.39,27.78,5.8,30.69,24.88,19.96,87.12,0.31
2019,8,19,27.75,25.44,26.59,28,5.66,30.79,25.13,20.32,87.69,0.26
2019,8,20,27.71,25.79,26.75,27.76,4.1,29.95,25.86,20.75,89.44,3.65
2019,8,21,27.73,25.33,26.54,27.86,4.63,30.48,25.84,20.2,87.25,3.64
2019,8,22,27.54,25.33,26.44,27.7,4.61,30.04,25.43,20.2,88.06,1.86
2019,8,23,27.44,25.26,26.36,27.58,4.85,30.12,25.26,20.08,88.19,0.62
2019,8,24,27.51,25.22,26.37,27.73,4.88,30.23,25.34,20.08,87.62,1.2
2019,8,25,26.94,25.19,26.06,27.14,3.46,29.01,25.55,20.02,90.31,5.4
2019,8,26,27.06,25.05,26.05,27.2,4.29,29.38,25.09,19.84,89,1.84
2019,8,27,27.37,25.13,26.25,27.62,5.47,30.41,24.94,19.96,87.94,1.39
2019,8,28,27.36,25.29,26.33,27.55,4.85,30.12,25.27,20.2,88.75,9.01
2019,8,29,26.67,25.37,26.01,26.8,2.38,28.06,25.69,20.26,92.5,23.44
2019,8,30,27.18,24.98,26.08,27.17,4.09,29.69,25.59,19.84,88.06,12.89
2019,8,31,27.35,25.41,26.38,27.3,3.82,29.6,25.78,20.32,89.31,13.22
2019,9,1,27.02,25.19,26.11,27.19,4.09,29.34,25.26,20.02,89.88,4.11
2019,9,2,26.39,24.81,25.6,26.71,3.5,28.55,25.05,19.59,91,23.25
2019,9,3,26.12,24.33,25.23,26.28,3.13,28.01,24.88,19.04,89.88,3.85
2019,9,4,26.17,24.12,25.15,26.47,4.18,28.69,24.51,18.8,88.62,14.73
2019,9,5,26.79,24.4,25.59,27.03,6.03,30.2,24.17,19.1,87.12,2.56
2019,9,6,27.1,24.65,25.87,27.22,5.4,30.15,24.76,19.41,86.88,3.64
2019,9,7,27.23,24.87,26.05,27.37,4.37,29.63,25.27,19.59,87.19,3.76
2019,9,8,27.12,25.12,26.12,27.17,4.01,29.2,25.19,19.9,89,14.51
2019,9,9,26.95,25.17,26.06,27.05,3.91,29.23,25.33,19.96,90.06,13.76
2019,9,10,27.3,24.4,25.85,27.51,6.6,30.98,24.37,19.04,84.88,0.87
2019,9,11,26.95,24.58,25.76,27.12,5.09,29.59,24.51,19.23,87.19,1.28
2019,9,12,27.35,25,26.17,27.49,5.91,30.44,24.52,19.78,87.31,0.77
2019,9,13,26.9,25.22,26.05,27.09,3.3,28.8,25.5,20.02,90.56,5.36
2019,9,14,26.59,24.51,25.55,26.99,4.45,29.3,24.84,19.23,88.56,10.81
2019,9,15,25.92,24.53,25.23,26.19,2.48,27.26,24.79,19.23,92,19.82
2019,9,16,26.85,25.14,25.99,27.19,4.95,29.35,24.4,20.02,90.5,17.49
2019,9,17,26.71,25.33,26.02,26.85,3.25,28.42,25.17,20.2,92.12,19.54
2019,9,18,26.44,25.09,25.76,26.67,2.67,27.83,25.16,19.9,92.31,25.14
2019,9,19,26.52,24.66,25.59,26.69,4.12,28.6,24.48,19.35,89.62,2.19
2019,9,20,26.98,24.58,25.78,27.03,4.48,29.55,25.06,19.29,86.94,4.24
2019,9,21,26.65,24.72,25.69,26.83,4.44,29.14,24.69,19.41,89.31,8.98
2019,9,22,27.2,23.32,25.26,27.09,4.67,29.26,24.58,17.82,79.94,2.66
2019,9,23,27.28,24.47,25.87,27.45,5.41,29.89,24.49,19.1,84.88,1.77
2019,9,24,28.08,24.8,26.44,28.27,6.45,31.6,25.15,19.53,83.25,0.2
2019,9,25,28.4,25.11,26.75,28.66,6.91,32.09,25.19,19.9,83.19,0.11
2019,9,26,27.73,25.18,26.45,27.9,5.08,30.91,25.83,19.96,86.44,1.98
2019,9,27,28.42,24.6,26.51,28.87,7.28,32.35,25.07,19.29,80.94,3.87
2019,9,28,27.94,24.87,26.4,27.91,4.26,30.42,26.15,19.59,83.81,3.07
2019,9,29,27.86,24.25,26.05,28.26,6.46,31.32,24.86,18.86,81.69,0.33
2019,9,30,27.86,24.85,26.35,28.09,4.7,30.6,25.9,19.59,84.06,3.58
2019,10,1,27.33,24.75,26.04,27.5,3.77,29.48,25.71,19.47,86,4.66
2019,10,2,27.19,24.53,25.87,27.4,4.33,29.62,25.3,19.17,85.62,1.68
2019,10,3,27.7,24.33,26.01,28.05,5.07,30.59,25.52,18.98,82.44,2.41
2019,10,4,27.49,24.14,25.82,28.08,5.44,30.62,25.18,18.74,82.56,3.43
2019,10,5,27.21,24.04,25.62,27.66,4.18,29.66,25.49,18.62,83.19,2.77
2019,10,6,27.49,24.11,25.8,27.85,4.35,30.05,25.69,18.74,82.12,1.59
2019,10,7,27.49,24.26,25.87,27.67,4.92,30.32,25.39,18.92,83.06,1.26
2019,10,8,27.53,24.55,26.05,27.72,5.72,30.81,25.09,19.23,84.25,4.79
2019,10,9,27.44,24.99,26.22,27.64,4.99,30.36,25.37,19.78,86.81,3.85
2019,10,10,27.68,24.45,26.06,27.97,6.11,31.19,25.08,19.1,83.38,1.15
